balance,zero_activity_freq,cumulativeincome,lag_balance,lag_cumulativeincome,rolling_mean_balance,rolling_mean_cumulativeincome,rolling_std_cumulativeincome,balance_error_flag,has_trigger
-0.015027226488225883,-0.05976118082103837,-0.0049778245400474794,-0.020467722192188117,0.00037795615410907146,-0.00818092617445741,0.0020639078361202995,-0.017847331142870505,-0.09797010044653998,-0.04614284012756055
-0.014884160459356173,-0.05700144453780839,-0.00201587455327496,-0.0201026284151818,-0.004287750671793535,-0.012301532895474303,0.0014897039692545189,-0.019780811243183673,-0.09441502449301466,-0.04471293078887498
-0.01513667960533607,-0.0610750863757939,-0.00885285230133535,-0.021995748500972176,-0.0007189451437572744,-0.00572683789535826,0.0011232903217935908,-0.014710535725512047,-0.09630364305016056,-0.04471229270179263
-0.014374720692424587,-0.05785283937939042,-0.0025503033487919184,-0.0192466431006576,-0.0005082079628079961,-0.013481265093481078,0.00011070672837093509,-0.018794694989487597,-0.09571667972813654,-0.04574125135010503
-0.012091919650259417,-0.05834588070719478,-0.004807069039764151,-0.02123862511246825,-0.0011777552214298733,-0.012752648818689502,0.002440422041872614,-0.01793881028003909,-0.09788768405673762,-0.04435660056379763
-0.013592155822409899,-0.05931945951698133,-0.0024042802472396736,-0.020980592460402146,0.00043879840308264084,-0.013130290066817063,0.001651551215714317,-0.018029909778081946,-0.09655930108124199,-0.046178551590263274
-0.012174922113997299,-0.074474181762057,-0.004633770022462035,-0.018016491839855146,-0.0012544002951329445,-0.01135279528789625,0.0015823984644799394,-0.018805694254049973,-0.09710548366306188,-0.04737074732847414
-0.013691431559461148,-0.07442327185862001,-0.0034597023381173976,-0.017463339686128943,-0.003108473264441904,-0.01296366438542985,0.003296000847111513,-0.019181211562520117,-0.0959966009864984,-0.046644934077976596
-0.015971809555623665,-0.06916118419291149,-0.005176640343142155,-0.01914964697482597,0.0025973445450767074,-0.011557046209982384,-0.0017208838050086226,-0.019513172826513603,-0.098093761018452,-0.045919618658357086
-0.012704553494983815,-0.07152259499410524,-0.005568445716218952,-0.024054562881288547,0.004694261921279458,-0.01155129914172472,0.0018691642462774771,-0.02280755434149255,-0.09900898986052273,-0.043038640406565715
-0.015643864078111462,-0.07361592740556813,-0.0029665265742651542,-0.019018085071963238,-0.0008781273253755737,-0.009292427000761232,-0.0005719809022508571,-0.018175248158867036,-0.09516775815621388,-0.048387817675602844
-0.0134626176827156,-0.07419807842791383,-0.0033141887162118767,-0.020460745848571625,0.0009975397321270326,-0.010890665623420797,9.965897584190975e-05,-0.018295359064426066,-0.09748802287583436,-0.04673101775795291
-0.01714236193104522,-0.07368129007890253,0.0005762381169934601,-0.02239346854764973,0.00018444130110795154,-0.012020379873954438,0.0025274704608145297,-0.018830441020416824,-0.09854262554779224,-0.044448251313170255
